autor_a,autor_b,videos_compartidos,nodo_a,nodo_b
@rosadiaz9235,@CarlosCortez-v5r,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCf5lnNZF7Qrtli9v4N_23WQ
@rosadiaz9235,@ErmePérez-q4s,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCg3eIfd7BrsLEqS0BLkftHA
@rosadiaz9235,@srms70,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCgQJgI9vu1FI2dnC9mrFthw
@rosadiaz9235,@ericapaz5406,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UClsrFGJKWPxxw7MiaEdKLXw
@rosadiaz9235,@aureliomaldonado4793,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCtNyHmRZtvGF2hSvI2dUBWw
@rosadiaz9235,@herbertaguilar1387,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCuP4UK33HKtJE_S39ksmaTw
@rosadiaz9235,@pablobarrios7931,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCusjriFsDHEc2AOjqk-p5ig
@rosadiaz9235,@josegil3813,1,author::UC1Y7x3h0c95Z8kUhi-Tzaeg,author::UCzZ6dDCEsLMXbc5pCFXIprw
@JoseSimilox-p6e,@alfonsomorales2653,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC2Y_EHWQKevubk4vOEBBFxw
@JoseSimilox-p6e,@katerynsantiago2907,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC2weSE8rpqkGMOp6StYtVfg
@JoseSimilox-p6e,@EnnioAroche,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC3E9mAgP7VoAE5mZoAexl5g
@JoseSimilox-p6e,@isaaclopez7220,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC3MYTqpQqlWBuCB7Th0e0PA
@JoseSimilox-p6e,@marisosa7832,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC3NMzdMYryaw82kPTnsaljg
@JoseSimilox-p6e,@marioajset4283,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC3XTwHxygNCgjndsg-UiCQA
@JoseSimilox-p6e,@VICTOREST19,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC3qn1yJA5PeW9rkGPatQxiw
@JoseSimilox-p6e,@aluxdel4792,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC4cXueR2bKGFJV0Fk76gwmA
@JoseSimilox-p6e,@hugoasencio7764,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC4wq3DcbfaG6dtCqn8Oyu3w
@JoseSimilox-p6e,@ManuelEdran,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC5H8ASmMC9WrURmzeB4ySog
@JoseSimilox-p6e,@giovannirodas4836,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC5bG9nc_JV3FsNP2KseQiYw
@JoseSimilox-p6e,@edvinparedesherrera7632,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC650pRT-OYzny3GwOH8Cgfw
@JoseSimilox-p6e,@johnmejia992,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC6PvO1_k5lHKGdAPo5_C6TA
@JoseSimilox-p6e,@maxwellsales885,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC6YSZqL0vEcI-niPKIMUGfw
@JoseSimilox-p6e,@osmanmorales3012,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC72gBAtyb_VXQlYDcFrh6oQ
@JoseSimilox-p6e,@LuisCastillo-oz4df,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC7VUuJr9cGh845CmTvf7TlQ
@JoseSimilox-p6e,@carmenr6311,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC8F2V63KZ4ZEay6opX2hAQw
@JoseSimilox-p6e,@luisparedes-pw6qt,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC8G5cJONY8L9voMyBW8Eoug
@JoseSimilox-p6e,@cesaraugustomoralesmonroy6907,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC8r11yOugM2NuRfitQOxLLg
@JoseSimilox-p6e,@ErvinLeonardoCarreraLatín,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC9vMq1YF-e7C-VO0SHkbUTA
@JoseSimilox-p6e,@MariaaliciaColonmorales,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UC9xr9QvIcDvoZNUX5f-jaZw
@JoseSimilox-p6e,@oswaldosolis8728,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCA93ym2TXs_Ibyxb4Vcn-6Q
@JoseSimilox-p6e,@carlossoto3252,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCAlzM_N6xBlMYmM8EBzX86Q
@JoseSimilox-p6e,@Aura-vf6dm,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCAmtbUiIrUIhikru0ZoTFig
@JoseSimilox-p6e,@ernestogamboa8737,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCB5p8a5gklc80jJItP6xTHg
@JoseSimilox-p6e,@OsvaldoAguirre-l3i,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCCaYwkkbQGcvFoUmothVdQQ
@JoseSimilox-p6e,@lizardomorataya8274,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCDIMztpVm7G27qBuiWuT6oQ
@JoseSimilox-p6e,@hectoroliva949,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCDPWkUX3sNNaCx-m1dV4glA
@JoseSimilox-p6e,@federicosaquimux1933,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCDQaQv0hr2SS_PO-CMEwVHg
@JoseSimilox-p6e,@luisletona2842,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCDUffaruH6dyUnUGwsTKpgg
@JoseSimilox-p6e,@luisgpacheco5858,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCDftMWXQoJ6nONfY7GVOVjg
@JoseSimilox-p6e,@cuabatzjj5924,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCDlr1VadSucIZgZ171pRBjQ
@JoseSimilox-p6e,@ArielRodas-g5y,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCEgEQmRbtL5fwr9_DqAC--g
@JoseSimilox-p6e,@dorisl.garciaroche7763,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCErZPJpHmLCsXs8ZWkAUupQ
@JoseSimilox-p6e,@allanmunoz7410,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCFUuDARXdmmIrLppEqf-rFg
@JoseSimilox-p6e,@diegoalejandrolopezmendez205,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCFhxtoeARHPnXXPcDrOU3Xg
@JoseSimilox-p6e,@HaroldoCastillo-rh9iw,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCFjudnPLoaSL1BaRuLahyHg
@JoseSimilox-p6e,@eddymunoz9789,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCFoIAE8k82D6AV-8gjjKaNg
@JoseSimilox-p6e,@JuanDavila-qd7qj,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCFxE8GbokBrBsPEKM1xrOjQ
@JoseSimilox-p6e,@FidelZacarias-ph7dy,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCGzXwyCzMzGmjmCbH3Hg01Q
@JoseSimilox-p6e,@virgiliogarcia3039,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCHTGCgY2l-DQJIvlA_cpa_Q
@JoseSimilox-p6e,@fredymendez1786,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCHhHUjaMAZ8SiXdCUCj9DkQ
@JoseSimilox-p6e,@mireyamorales6595,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCKDR0f2fu2UzWL8mBv5-BHw
@JoseSimilox-p6e,@raquelprado3643,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCL13XhnRzbGokEkCkEOb0-g
@JoseSimilox-p6e,@elmorodriguez6978,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCL1MT278vSaQ83ZDkVWn1gw
@JoseSimilox-p6e,@kanterra4584,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCLFdHr9BEbXHkoJopbEPLZw
@JoseSimilox-p6e,@guillermogonzalez5153,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCLggDc_a5HriXv7I1h02sOA
@JoseSimilox-p6e,@carlosmedranovelasquez6380,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCN6qbfPSzFtjhqUDZ3Cv3CQ
@JoseSimilox-p6e,@LE_A22,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCNBnKqWf4d-rS4HwJRQljmQ
@JoseSimilox-p6e,@vanigomez492,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCNkcuy42zEwddwEcOd_HpnA
@JoseSimilox-p6e,@welfrealdana5559,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCOLGv5Pf6BF2wFcwUzgcvHg
@JoseSimilox-p6e,@OscarHernandez-q8y,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCOS8ViEkccrTZx2w2ccxotA
@JoseSimilox-p6e,@AndresMedina-v1s,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCOh6DaZC_x9HASnlRylEMfw
@JoseSimilox-p6e,@MegaKristenstewart,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCQ_-LPP8JAbfkc-b1Q6NvWw
@JoseSimilox-p6e,@oscarnavas9996,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCQgYjVngJRfPHDLGB5X6ZjA
@JoseSimilox-p6e,@isaiaslopezvelasquez1539,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCQqetiwzzmRNTM5OWuXarGQ
@JoseSimilox-p6e,@nestormendez6216,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCQtICyzWmhC5woCtbNgaSmg
@JoseSimilox-p6e,@MacarioMartinezruiz,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCQtSFINs1h6GHkpg9o5kMvg
@JoseSimilox-p6e,@Joseroland21,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCRETAiYdh2dL5ZxB0_N1zDA
@JoseSimilox-p6e,@danyraymundo2942,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCRelkU8JiZBytTzebJxaa-w
@JoseSimilox-p6e,@ronyarana8849,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCRlCV9zSn7avAWh-9_XFWqQ
@JoseSimilox-p6e,@FranciscoRivera-sf7ne,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCSou6a2OuYGSvPjm5psquyA
@JoseSimilox-p6e,@JuanChang-r6k,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCTD6q1nyIe3Y7HhqjaMj72w
@JoseSimilox-p6e,@RobertoZelaya-x1v,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCTP3O0rMnc8z8v8jaDQwL0w
@JoseSimilox-p6e,@thelmamoran8565,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCThW2XNsAaBKme5PUt7n-Zg
@JoseSimilox-p6e,@SuperVictor2005,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCTwSut16JyAg3mX6LVUNGqA
@JoseSimilox-p6e,@edwingeovanymarroquinmarro6684,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCTylKrsqkrBKIqubMu_5N0Q
@JoseSimilox-p6e,@gorrarota,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCUIIIPTVDVHAXqhC_5V6lPA
@JoseSimilox-p6e,@BenjaminLarios-jd8nk,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCV0iizTBoOfdAFX_thfI9BA
@JoseSimilox-p6e,@cesarandreas7824,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCWIZUtKJ636y-4TYrNvok0g
@JoseSimilox-p6e,@JacintaTzoy,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCXSkL3ejZ8qWYyF_M7s_QKA
@JoseSimilox-p6e,@MrDuenderojo,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCXXh7yg5KUFIWylTiKVEFKQ
@JoseSimilox-p6e,@Rogergh-nw4oj,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCXgr7vXlRrsaskPdo097kGA
@JoseSimilox-p6e,@amyherrera7352,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCXr8_5WtGeipe4haOoQDgyQ
@JoseSimilox-p6e,@belarminavillatoro6474,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCYN4wSQ1Sx4_LurxLlW7MPg
@JoseSimilox-p6e,@beneficioelcaminovillacana8540,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCYwpX26TrCxq8TvbKGRYLXA
@JoseSimilox-p6e,@belvettzapeta1251,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCZ51R_9Q9C0c8I3pAWhtmjQ
@JoseSimilox-p6e,@SoniaMarroquin-y6e,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCZLG9qH0tUjNhEGFIUt0CYw
@JoseSimilox-p6e,@RolandoRaguay,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCcfdg8crmMJwEuLUsAhV7yg
@JoseSimilox-p6e,@edgarroldan5539,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCfM3nrxtTQMY5jFx1v1J4Gg
@JoseSimilox-p6e,@fredygarcia9151,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCgvw7xIdGFupzpt1Y_BFkEA
@JoseSimilox-p6e,@andyB5280,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCh5ESQvtzyHDhCA7XyekCFA
@JoseSimilox-p6e,@OdilioRodríguez-c5w,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UChZknRmJkeGeQk0-mQuhDOg
@JoseSimilox-p6e,@carlosaguilar-kz7ml,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UChep9kVb5gQmpodEEl10Xlg
@JoseSimilox-p6e,@pablochitay46,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UChgkn5Jt5tWKYMoEOuCjz3Q
@JoseSimilox-p6e,@byronpontaza,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UChs3tU2BcKOT0CezykvAsGw
@JoseSimilox-p6e,@davidisraelesquitsaquil,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCi1b_TRQfgO1Z9O2gNGGWNA
@JoseSimilox-p6e,@edwinavila4876,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCiGRBf2RNF0WRKhRVT7zFoA
@JoseSimilox-p6e,@JavierBecerra-h6x,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCiMythXHsw7eQEMykCdmMUA
@JoseSimilox-p6e,@OseasSamayoa-ol5rz,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCipetjeiWj4CZB6EbyYziZg
@JoseSimilox-p6e,@anaaguirre8985,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCj-LL25XJnjxepPKCc3NGog
@JoseSimilox-p6e,@josehidalgo4875,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCjSKM9j0Q7HLDr1hD6D-TUw
@JoseSimilox-p6e,@mynorrodas8591,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCjmPuazZJzscrwvk0QR9RVw
@JoseSimilox-p6e,@ARGELIATELON,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCkd9W714-947dEE6ZOEBATA
@JoseSimilox-p6e,@monkchapin,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCl0ekS9Tt0jJGtOEM18S63w
@JoseSimilox-p6e,@hectorcarranza3777,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCljDbleJul41G1TzOjOZAVA
@JoseSimilox-p6e,@marcomendez7509,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCmjppp6ujz3SAnULvP3sZMw
@JoseSimilox-p6e,@mariorodas593,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCmvOgzmmXbjUthHy-WJ52hQ
@JoseSimilox-p6e,@CARLOSSTREMS51,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCp4iw5_5SmV9VGTFSNVGOmQ
@JoseSimilox-p6e,@VidalVillatoro-p4w,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCpIdtvoFHVLGASGB5ySqIEA
@JoseSimilox-p6e,@SergioGarcia-z9c,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCpl8rF8uv_8uui-QRvuJaRA
@JoseSimilox-p6e,@romeolopezherrarte799,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCplrIQtaPj6au60_f2-mOYw
@JoseSimilox-p6e,@inge_vergueta,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCpsKOkt5iWTbenzeuq7dsmQ
@JoseSimilox-p6e,@domingopeneleu6457,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCr1emrogPKkKTs_WTtx71xg
@JoseSimilox-p6e,@josecarrera9623,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCrJn_rbo_ENAdeqneS-RmRw
@JoseSimilox-p6e,@nestorlorenzana1168,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCsJJAvrVGupdmhOqgtDp8dg
@JoseSimilox-p6e,@IvánPérez-j4j,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCsSXdJct-nsS8DsABoEsaYA
@JoseSimilox-p6e,@moisesvaldez4043,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCsUCN0Yq_UyTvKjOJLmNrnQ
@JoseSimilox-p6e,@alvaroesquivel563,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCsjs5Hp_r86x1xbK6FAeqaA
@JoseSimilox-p6e,@JosueRamirez-ey3ih,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCtNfIBnc5S5DbbQj_yxgJTw
@JoseSimilox-p6e,@mdelcid01,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCtUR3_CAiE7fCoZHM6cMfyQ
@JoseSimilox-p6e,@fredydomingo7062,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCueV9cTyTDwgQSec1x2dYgA
@JoseSimilox-p6e,@victorarturoruanobautista7588,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCujPF2nBgsTD62nWE3lcpIg
@JoseSimilox-p6e,@yeniferaguirre4498,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCut6b9S98nv84cVX89PmKzA
@JoseSimilox-p6e,@davidgaher9550,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCvApqeCbLod-wejtT4CcVuA
@JoseSimilox-p6e,@ricardofigueroa5720,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCwO2SXr0ggzwg6QWWrr01nQ
@JoseSimilox-p6e,@TeresaLucero-b5o,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCwW2OFy95P7ZBkOPxWkpvYg
@JoseSimilox-p6e,@mariasamo8637,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCwha8rxULYMVtNwZWeSkE1A
@JoseSimilox-p6e,@markoherrera,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCxff05WuyvwELNITi7bj7UA
@JoseSimilox-p6e,@dantesarti4351,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCySYJU5kUh7X8gVt9la2ISA
@JoseSimilox-p6e,@Jel.Awesh.M,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCylqlpsh8ENNM1LqgQ1KbxA
@JoseSimilox-p6e,@eusebiovasquez4385,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCz3gu01bmjNv0DpRq-K3XYg
@JoseSimilox-p6e,@GilmarMaldonado-q9m,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCzSfZlOVxBSs5ObD25ywxDQ
@JoseSimilox-p6e,@jor77cas,1,author::UC1vr9aaMI2crB0NvwFHUeoQ,author::UCzoL2l5H5eVlorWGH8AZfAg
@alfonsomorales2653,@katerynsantiago2907,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC2weSE8rpqkGMOp6StYtVfg
@alfonsomorales2653,@EnnioAroche,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC3E9mAgP7VoAE5mZoAexl5g
@alfonsomorales2653,@isaaclopez7220,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC3MYTqpQqlWBuCB7Th0e0PA
@alfonsomorales2653,@marisosa7832,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC3NMzdMYryaw82kPTnsaljg
@alfonsomorales2653,@marioajset4283,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC3XTwHxygNCgjndsg-UiCQA
@alfonsomorales2653,@VICTOREST19,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC3qn1yJA5PeW9rkGPatQxiw
@alfonsomorales2653,@aluxdel4792,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC4cXueR2bKGFJV0Fk76gwmA
@alfonsomorales2653,@hugoasencio7764,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC4wq3DcbfaG6dtCqn8Oyu3w
@alfonsomorales2653,@ManuelEdran,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC5H8ASmMC9WrURmzeB4ySog
@alfonsomorales2653,@giovannirodas4836,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC5bG9nc_JV3FsNP2KseQiYw
@alfonsomorales2653,@edvinparedesherrera7632,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC650pRT-OYzny3GwOH8Cgfw
@alfonsomorales2653,@johnmejia992,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC6PvO1_k5lHKGdAPo5_C6TA
@alfonsomorales2653,@maxwellsales885,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC6YSZqL0vEcI-niPKIMUGfw
@alfonsomorales2653,@osmanmorales3012,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC72gBAtyb_VXQlYDcFrh6oQ
@alfonsomorales2653,@LuisCastillo-oz4df,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC7VUuJr9cGh845CmTvf7TlQ
@alfonsomorales2653,@carmenr6311,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC8F2V63KZ4ZEay6opX2hAQw
@alfonsomorales2653,@luisparedes-pw6qt,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC8G5cJONY8L9voMyBW8Eoug
@alfonsomorales2653,@cesaraugustomoralesmonroy6907,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC8r11yOugM2NuRfitQOxLLg
@alfonsomorales2653,@ErvinLeonardoCarreraLatín,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC9vMq1YF-e7C-VO0SHkbUTA
@alfonsomorales2653,@MariaaliciaColonmorales,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UC9xr9QvIcDvoZNUX5f-jaZw
@alfonsomorales2653,@oswaldosolis8728,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCA93ym2TXs_Ibyxb4Vcn-6Q
@alfonsomorales2653,@carlossoto3252,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCAlzM_N6xBlMYmM8EBzX86Q
@alfonsomorales2653,@Aura-vf6dm,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCAmtbUiIrUIhikru0ZoTFig
@alfonsomorales2653,@ernestogamboa8737,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCB5p8a5gklc80jJItP6xTHg
@alfonsomorales2653,@OsvaldoAguirre-l3i,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCCaYwkkbQGcvFoUmothVdQQ
@alfonsomorales2653,@lizardomorataya8274,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCDIMztpVm7G27qBuiWuT6oQ
@alfonsomorales2653,@hectoroliva949,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCDPWkUX3sNNaCx-m1dV4glA
@alfonsomorales2653,@federicosaquimux1933,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCDQaQv0hr2SS_PO-CMEwVHg
@alfonsomorales2653,@luisletona2842,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCDUffaruH6dyUnUGwsTKpgg
@alfonsomorales2653,@luisgpacheco5858,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCDftMWXQoJ6nONfY7GVOVjg
@alfonsomorales2653,@cuabatzjj5924,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCDlr1VadSucIZgZ171pRBjQ
@alfonsomorales2653,@ArielRodas-g5y,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCEgEQmRbtL5fwr9_DqAC--g
@alfonsomorales2653,@dorisl.garciaroche7763,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCErZPJpHmLCsXs8ZWkAUupQ
@alfonsomorales2653,@allanmunoz7410,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCFUuDARXdmmIrLppEqf-rFg
@alfonsomorales2653,@diegoalejandrolopezmendez205,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCFhxtoeARHPnXXPcDrOU3Xg
@alfonsomorales2653,@HaroldoCastillo-rh9iw,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCFjudnPLoaSL1BaRuLahyHg
@alfonsomorales2653,@eddymunoz9789,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCFoIAE8k82D6AV-8gjjKaNg
@alfonsomorales2653,@JuanDavila-qd7qj,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCFxE8GbokBrBsPEKM1xrOjQ
@alfonsomorales2653,@FidelZacarias-ph7dy,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCGzXwyCzMzGmjmCbH3Hg01Q
@alfonsomorales2653,@virgiliogarcia3039,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCHTGCgY2l-DQJIvlA_cpa_Q
@alfonsomorales2653,@fredymendez1786,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCHhHUjaMAZ8SiXdCUCj9DkQ
@alfonsomorales2653,@mireyamorales6595,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCKDR0f2fu2UzWL8mBv5-BHw
@alfonsomorales2653,@raquelprado3643,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCL13XhnRzbGokEkCkEOb0-g
@alfonsomorales2653,@elmorodriguez6978,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCL1MT278vSaQ83ZDkVWn1gw
@alfonsomorales2653,@kanterra4584,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCLFdHr9BEbXHkoJopbEPLZw
@alfonsomorales2653,@guillermogonzalez5153,1,author::UC2Y_EHWQKevubk4vOEBBFxw,author::UCLggDc_a5HriXv7I1h02sOA
