autor_a,autor_b,videos_compartidos,nodo_a,nodo_b
@JuanChang-r6k,@ricardofigueroa5720,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCwO2SXr0ggzwg6QWWrr01nQ
@JuanChang-r6k,@TeresaLucero-b5o,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCwW2OFy95P7ZBkOPxWkpvYg
@JuanChang-r6k,@mariasamo8637,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCwha8rxULYMVtNwZWeSkE1A
@JuanChang-r6k,@markoherrera,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCxff05WuyvwELNITi7bj7UA
@JuanChang-r6k,@dantesarti4351,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCySYJU5kUh7X8gVt9la2ISA
@JuanChang-r6k,@Jel.Awesh.M,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCylqlpsh8ENNM1LqgQ1KbxA
@JuanChang-r6k,@eusebiovasquez4385,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCz3gu01bmjNv0DpRq-K3XYg
@JuanChang-r6k,@GilmarMaldonado-q9m,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCzSfZlOVxBSs5ObD25ywxDQ
@JuanChang-r6k,@jor77cas,1,author::UCTD6q1nyIe3Y7HhqjaMj72w,author::UCzoL2l5H5eVlorWGH8AZfAg
@RobertoZelaya-x1v,@thelmamoran8565,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCThW2XNsAaBKme5PUt7n-Zg
@RobertoZelaya-x1v,@SuperVictor2005,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCTwSut16JyAg3mX6LVUNGqA
@RobertoZelaya-x1v,@edwingeovanymarroquinmarro6684,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCTylKrsqkrBKIqubMu_5N0Q
@RobertoZelaya-x1v,@gorrarota,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCUIIIPTVDVHAXqhC_5V6lPA
@RobertoZelaya-x1v,@BenjaminLarios-jd8nk,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCV0iizTBoOfdAFX_thfI9BA
@RobertoZelaya-x1v,@cesarandreas7824,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCWIZUtKJ636y-4TYrNvok0g
@RobertoZelaya-x1v,@JacintaTzoy,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCXSkL3ejZ8qWYyF_M7s_QKA
@RobertoZelaya-x1v,@MrDuenderojo,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCXXh7yg5KUFIWylTiKVEFKQ
@RobertoZelaya-x1v,@Rogergh-nw4oj,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCXgr7vXlRrsaskPdo097kGA
@RobertoZelaya-x1v,@amyherrera7352,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCXr8_5WtGeipe4haOoQDgyQ
@RobertoZelaya-x1v,@belarminavillatoro6474,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCYN4wSQ1Sx4_LurxLlW7MPg
@RobertoZelaya-x1v,@beneficioelcaminovillacana8540,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCYwpX26TrCxq8TvbKGRYLXA
@RobertoZelaya-x1v,@belvettzapeta1251,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCZ51R_9Q9C0c8I3pAWhtmjQ
@RobertoZelaya-x1v,@SoniaMarroquin-y6e,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCZLG9qH0tUjNhEGFIUt0CYw
@RobertoZelaya-x1v,@RolandoRaguay,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCcfdg8crmMJwEuLUsAhV7yg
@RobertoZelaya-x1v,@edgarroldan5539,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCfM3nrxtTQMY5jFx1v1J4Gg
@RobertoZelaya-x1v,@fredygarcia9151,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCgvw7xIdGFupzpt1Y_BFkEA
@RobertoZelaya-x1v,@andyB5280,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCh5ESQvtzyHDhCA7XyekCFA
@RobertoZelaya-x1v,@OdilioRodríguez-c5w,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UChZknRmJkeGeQk0-mQuhDOg
@RobertoZelaya-x1v,@carlosaguilar-kz7ml,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UChep9kVb5gQmpodEEl10Xlg
@RobertoZelaya-x1v,@pablochitay46,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UChgkn5Jt5tWKYMoEOuCjz3Q
@RobertoZelaya-x1v,@byronpontaza,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UChs3tU2BcKOT0CezykvAsGw
@RobertoZelaya-x1v,@davidisraelesquitsaquil,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCi1b_TRQfgO1Z9O2gNGGWNA
@RobertoZelaya-x1v,@edwinavila4876,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCiGRBf2RNF0WRKhRVT7zFoA
@RobertoZelaya-x1v,@JavierBecerra-h6x,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCiMythXHsw7eQEMykCdmMUA
@RobertoZelaya-x1v,@OseasSamayoa-ol5rz,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCipetjeiWj4CZB6EbyYziZg
@RobertoZelaya-x1v,@anaaguirre8985,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCj-LL25XJnjxepPKCc3NGog
@RobertoZelaya-x1v,@josehidalgo4875,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCjSKM9j0Q7HLDr1hD6D-TUw
@RobertoZelaya-x1v,@mynorrodas8591,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCjmPuazZJzscrwvk0QR9RVw
@RobertoZelaya-x1v,@ARGELIATELON,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCkd9W714-947dEE6ZOEBATA
@RobertoZelaya-x1v,@monkchapin,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCl0ekS9Tt0jJGtOEM18S63w
@RobertoZelaya-x1v,@hectorcarranza3777,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCljDbleJul41G1TzOjOZAVA
@RobertoZelaya-x1v,@marcomendez7509,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCmjppp6ujz3SAnULvP3sZMw
@RobertoZelaya-x1v,@mariorodas593,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCmvOgzmmXbjUthHy-WJ52hQ
@RobertoZelaya-x1v,@CARLOSSTREMS51,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCp4iw5_5SmV9VGTFSNVGOmQ
@RobertoZelaya-x1v,@VidalVillatoro-p4w,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCpIdtvoFHVLGASGB5ySqIEA
@RobertoZelaya-x1v,@SergioGarcia-z9c,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCpl8rF8uv_8uui-QRvuJaRA
@RobertoZelaya-x1v,@romeolopezherrarte799,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCplrIQtaPj6au60_f2-mOYw
@RobertoZelaya-x1v,@inge_vergueta,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCpsKOkt5iWTbenzeuq7dsmQ
@RobertoZelaya-x1v,@domingopeneleu6457,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCr1emrogPKkKTs_WTtx71xg
@RobertoZelaya-x1v,@josecarrera9623,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCrJn_rbo_ENAdeqneS-RmRw
@RobertoZelaya-x1v,@nestorlorenzana1168,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCsJJAvrVGupdmhOqgtDp8dg
@RobertoZelaya-x1v,@IvánPérez-j4j,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCsSXdJct-nsS8DsABoEsaYA
@RobertoZelaya-x1v,@moisesvaldez4043,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCsUCN0Yq_UyTvKjOJLmNrnQ
@RobertoZelaya-x1v,@alvaroesquivel563,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCsjs5Hp_r86x1xbK6FAeqaA
@RobertoZelaya-x1v,@JosueRamirez-ey3ih,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCtNfIBnc5S5DbbQj_yxgJTw
@RobertoZelaya-x1v,@mdelcid01,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCtUR3_CAiE7fCoZHM6cMfyQ
@RobertoZelaya-x1v,@fredydomingo7062,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCueV9cTyTDwgQSec1x2dYgA
@RobertoZelaya-x1v,@victorarturoruanobautista7588,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCujPF2nBgsTD62nWE3lcpIg
@RobertoZelaya-x1v,@yeniferaguirre4498,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCut6b9S98nv84cVX89PmKzA
@RobertoZelaya-x1v,@davidgaher9550,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCvApqeCbLod-wejtT4CcVuA
@RobertoZelaya-x1v,@ricardofigueroa5720,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCwO2SXr0ggzwg6QWWrr01nQ
@RobertoZelaya-x1v,@TeresaLucero-b5o,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCwW2OFy95P7ZBkOPxWkpvYg
@RobertoZelaya-x1v,@mariasamo8637,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCwha8rxULYMVtNwZWeSkE1A
@RobertoZelaya-x1v,@markoherrera,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCxff05WuyvwELNITi7bj7UA
@RobertoZelaya-x1v,@dantesarti4351,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCySYJU5kUh7X8gVt9la2ISA
@RobertoZelaya-x1v,@Jel.Awesh.M,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCylqlpsh8ENNM1LqgQ1KbxA
@RobertoZelaya-x1v,@eusebiovasquez4385,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCz3gu01bmjNv0DpRq-K3XYg
@RobertoZelaya-x1v,@GilmarMaldonado-q9m,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCzSfZlOVxBSs5ObD25ywxDQ
@RobertoZelaya-x1v,@jor77cas,1,author::UCTP3O0rMnc8z8v8jaDQwL0w,author::UCzoL2l5H5eVlorWGH8AZfAg
@3762Jorge,@JBFlute92,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCXO1BBohNWXkK9SBDAG2ySg
@3762Jorge,@herminiasaquimux7565,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCXVLc8CmAO813ubM-fLvCDw
@3762Jorge,@capitanfrans,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCXl30Y_upRqbti52fmjK4YA
@3762Jorge,@Alejandro00710,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCbrtvygfRT6QXqWDNrOf-cA
@3762Jorge,@DenisRMC,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCcFIBN-rtC3d3hXeuN5TfWw
@3762Jorge,@rockyscarlet,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCc_F88PzGWtA1OPNUEASulA
@3762Jorge,@miguelbran1268,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCdQAuWwyC99MB7Y02Umj26Q
@3762Jorge,@jabriz8152,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCefAH1MbvADWUjE9WVcB9EQ
@3762Jorge,@sparkvalkov,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UChT7pzGytNd92Nmvi-zuWog
@3762Jorge,@11223344An,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCkxdJ_yGN2gghOMo2ybQtXQ
@3762Jorge,@hashojea7348,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCvcu1kR8xMYy_I1Ty-2mV2Q
@3762Jorge,@marioramirez299,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCwEe1RKlEv1UpNWmWYfSh4w
@3762Jorge,@angelmartinez9523,1,author::UCTTILH6QCIxbTnEWxwRqs1g,author::UCxcoDvP-g2_KTZDmVZtvb3w
@thelmamoran8565,@SuperVictor2005,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCTwSut16JyAg3mX6LVUNGqA
@thelmamoran8565,@edwingeovanymarroquinmarro6684,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCTylKrsqkrBKIqubMu_5N0Q
@thelmamoran8565,@gorrarota,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCUIIIPTVDVHAXqhC_5V6lPA
@thelmamoran8565,@BenjaminLarios-jd8nk,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCV0iizTBoOfdAFX_thfI9BA
@thelmamoran8565,@cesarandreas7824,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCWIZUtKJ636y-4TYrNvok0g
@thelmamoran8565,@JacintaTzoy,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCXSkL3ejZ8qWYyF_M7s_QKA
@thelmamoran8565,@MrDuenderojo,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCXXh7yg5KUFIWylTiKVEFKQ
@thelmamoran8565,@Rogergh-nw4oj,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCXgr7vXlRrsaskPdo097kGA
@thelmamoran8565,@amyherrera7352,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCXr8_5WtGeipe4haOoQDgyQ
@thelmamoran8565,@belarminavillatoro6474,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCYN4wSQ1Sx4_LurxLlW7MPg
@thelmamoran8565,@beneficioelcaminovillacana8540,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCYwpX26TrCxq8TvbKGRYLXA
@thelmamoran8565,@belvettzapeta1251,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCZ51R_9Q9C0c8I3pAWhtmjQ
@thelmamoran8565,@SoniaMarroquin-y6e,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCZLG9qH0tUjNhEGFIUt0CYw
@thelmamoran8565,@RolandoRaguay,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCcfdg8crmMJwEuLUsAhV7yg
@thelmamoran8565,@edgarroldan5539,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCfM3nrxtTQMY5jFx1v1J4Gg
@thelmamoran8565,@fredygarcia9151,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCgvw7xIdGFupzpt1Y_BFkEA
@thelmamoran8565,@andyB5280,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCh5ESQvtzyHDhCA7XyekCFA
@thelmamoran8565,@OdilioRodríguez-c5w,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UChZknRmJkeGeQk0-mQuhDOg
@thelmamoran8565,@carlosaguilar-kz7ml,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UChep9kVb5gQmpodEEl10Xlg
@thelmamoran8565,@pablochitay46,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UChgkn5Jt5tWKYMoEOuCjz3Q
@thelmamoran8565,@byronpontaza,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UChs3tU2BcKOT0CezykvAsGw
@thelmamoran8565,@davidisraelesquitsaquil,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCi1b_TRQfgO1Z9O2gNGGWNA
@thelmamoran8565,@edwinavila4876,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCiGRBf2RNF0WRKhRVT7zFoA
@thelmamoran8565,@JavierBecerra-h6x,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCiMythXHsw7eQEMykCdmMUA
@thelmamoran8565,@OseasSamayoa-ol5rz,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCipetjeiWj4CZB6EbyYziZg
@thelmamoran8565,@anaaguirre8985,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCj-LL25XJnjxepPKCc3NGog
@thelmamoran8565,@josehidalgo4875,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCjSKM9j0Q7HLDr1hD6D-TUw
@thelmamoran8565,@mynorrodas8591,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCjmPuazZJzscrwvk0QR9RVw
@thelmamoran8565,@ARGELIATELON,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCkd9W714-947dEE6ZOEBATA
@thelmamoran8565,@monkchapin,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCl0ekS9Tt0jJGtOEM18S63w
@thelmamoran8565,@hectorcarranza3777,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCljDbleJul41G1TzOjOZAVA
@thelmamoran8565,@marcomendez7509,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCmjppp6ujz3SAnULvP3sZMw
@thelmamoran8565,@mariorodas593,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCmvOgzmmXbjUthHy-WJ52hQ
@thelmamoran8565,@CARLOSSTREMS51,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCp4iw5_5SmV9VGTFSNVGOmQ
@thelmamoran8565,@VidalVillatoro-p4w,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCpIdtvoFHVLGASGB5ySqIEA
@thelmamoran8565,@SergioGarcia-z9c,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCpl8rF8uv_8uui-QRvuJaRA
@thelmamoran8565,@romeolopezherrarte799,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCplrIQtaPj6au60_f2-mOYw
@thelmamoran8565,@inge_vergueta,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCpsKOkt5iWTbenzeuq7dsmQ
@thelmamoran8565,@domingopeneleu6457,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCr1emrogPKkKTs_WTtx71xg
@thelmamoran8565,@josecarrera9623,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCrJn_rbo_ENAdeqneS-RmRw
@thelmamoran8565,@nestorlorenzana1168,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCsJJAvrVGupdmhOqgtDp8dg
@thelmamoran8565,@IvánPérez-j4j,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCsSXdJct-nsS8DsABoEsaYA
@thelmamoran8565,@moisesvaldez4043,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCsUCN0Yq_UyTvKjOJLmNrnQ
@thelmamoran8565,@alvaroesquivel563,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCsjs5Hp_r86x1xbK6FAeqaA
@thelmamoran8565,@JosueRamirez-ey3ih,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCtNfIBnc5S5DbbQj_yxgJTw
@thelmamoran8565,@mdelcid01,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCtUR3_CAiE7fCoZHM6cMfyQ
@thelmamoran8565,@fredydomingo7062,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCueV9cTyTDwgQSec1x2dYgA
@thelmamoran8565,@victorarturoruanobautista7588,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCujPF2nBgsTD62nWE3lcpIg
@thelmamoran8565,@yeniferaguirre4498,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCut6b9S98nv84cVX89PmKzA
@thelmamoran8565,@davidgaher9550,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCvApqeCbLod-wejtT4CcVuA
@thelmamoran8565,@ricardofigueroa5720,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCwO2SXr0ggzwg6QWWrr01nQ
@thelmamoran8565,@TeresaLucero-b5o,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCwW2OFy95P7ZBkOPxWkpvYg
@thelmamoran8565,@mariasamo8637,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCwha8rxULYMVtNwZWeSkE1A
@thelmamoran8565,@markoherrera,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCxff05WuyvwELNITi7bj7UA
@thelmamoran8565,@dantesarti4351,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCySYJU5kUh7X8gVt9la2ISA
@thelmamoran8565,@Jel.Awesh.M,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCylqlpsh8ENNM1LqgQ1KbxA
@thelmamoran8565,@eusebiovasquez4385,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCz3gu01bmjNv0DpRq-K3XYg
@thelmamoran8565,@GilmarMaldonado-q9m,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCzSfZlOVxBSs5ObD25ywxDQ
@thelmamoran8565,@jor77cas,1,author::UCThW2XNsAaBKme5PUt7n-Zg,author::UCzoL2l5H5eVlorWGH8AZfAg
@SuperVictor2005,@edwingeovanymarroquinmarro6684,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCTylKrsqkrBKIqubMu_5N0Q
@SuperVictor2005,@gorrarota,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCUIIIPTVDVHAXqhC_5V6lPA
@SuperVictor2005,@BenjaminLarios-jd8nk,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCV0iizTBoOfdAFX_thfI9BA
@SuperVictor2005,@cesarandreas7824,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCWIZUtKJ636y-4TYrNvok0g
@SuperVictor2005,@JacintaTzoy,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCXSkL3ejZ8qWYyF_M7s_QKA
@SuperVictor2005,@MrDuenderojo,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCXXh7yg5KUFIWylTiKVEFKQ
@SuperVictor2005,@Rogergh-nw4oj,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCXgr7vXlRrsaskPdo097kGA
@SuperVictor2005,@amyherrera7352,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCXr8_5WtGeipe4haOoQDgyQ
@SuperVictor2005,@belarminavillatoro6474,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCYN4wSQ1Sx4_LurxLlW7MPg
@SuperVictor2005,@beneficioelcaminovillacana8540,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCYwpX26TrCxq8TvbKGRYLXA
@SuperVictor2005,@belvettzapeta1251,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCZ51R_9Q9C0c8I3pAWhtmjQ
@SuperVictor2005,@SoniaMarroquin-y6e,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCZLG9qH0tUjNhEGFIUt0CYw
@SuperVictor2005,@RolandoRaguay,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCcfdg8crmMJwEuLUsAhV7yg
@SuperVictor2005,@edgarroldan5539,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCfM3nrxtTQMY5jFx1v1J4Gg
@SuperVictor2005,@fredygarcia9151,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCgvw7xIdGFupzpt1Y_BFkEA
@SuperVictor2005,@andyB5280,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCh5ESQvtzyHDhCA7XyekCFA
@SuperVictor2005,@OdilioRodríguez-c5w,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UChZknRmJkeGeQk0-mQuhDOg
@SuperVictor2005,@carlosaguilar-kz7ml,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UChep9kVb5gQmpodEEl10Xlg
@SuperVictor2005,@pablochitay46,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UChgkn5Jt5tWKYMoEOuCjz3Q
@SuperVictor2005,@byronpontaza,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UChs3tU2BcKOT0CezykvAsGw
@SuperVictor2005,@davidisraelesquitsaquil,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCi1b_TRQfgO1Z9O2gNGGWNA
@SuperVictor2005,@edwinavila4876,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCiGRBf2RNF0WRKhRVT7zFoA
@SuperVictor2005,@JavierBecerra-h6x,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCiMythXHsw7eQEMykCdmMUA
@SuperVictor2005,@OseasSamayoa-ol5rz,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCipetjeiWj4CZB6EbyYziZg
@SuperVictor2005,@anaaguirre8985,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCj-LL25XJnjxepPKCc3NGog
@SuperVictor2005,@josehidalgo4875,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCjSKM9j0Q7HLDr1hD6D-TUw
@SuperVictor2005,@mynorrodas8591,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCjmPuazZJzscrwvk0QR9RVw
@SuperVictor2005,@ARGELIATELON,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCkd9W714-947dEE6ZOEBATA
@SuperVictor2005,@monkchapin,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCl0ekS9Tt0jJGtOEM18S63w
@SuperVictor2005,@hectorcarranza3777,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCljDbleJul41G1TzOjOZAVA
@SuperVictor2005,@marcomendez7509,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCmjppp6ujz3SAnULvP3sZMw
@SuperVictor2005,@mariorodas593,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCmvOgzmmXbjUthHy-WJ52hQ
@SuperVictor2005,@CARLOSSTREMS51,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCp4iw5_5SmV9VGTFSNVGOmQ
@SuperVictor2005,@VidalVillatoro-p4w,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCpIdtvoFHVLGASGB5ySqIEA
@SuperVictor2005,@SergioGarcia-z9c,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCpl8rF8uv_8uui-QRvuJaRA
@SuperVictor2005,@romeolopezherrarte799,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCplrIQtaPj6au60_f2-mOYw
@SuperVictor2005,@inge_vergueta,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCpsKOkt5iWTbenzeuq7dsmQ
@SuperVictor2005,@domingopeneleu6457,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCr1emrogPKkKTs_WTtx71xg
@SuperVictor2005,@josecarrera9623,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCrJn_rbo_ENAdeqneS-RmRw
@SuperVictor2005,@nestorlorenzana1168,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCsJJAvrVGupdmhOqgtDp8dg
@SuperVictor2005,@IvánPérez-j4j,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCsSXdJct-nsS8DsABoEsaYA
@SuperVictor2005,@moisesvaldez4043,1,author::UCTwSut16JyAg3mX6LVUNGqA,author::UCsUCN0Yq_UyTvKjOJLmNrnQ
